22,13,20,14,10,15,18,12
13,15,11,9,5,8,11,11
20,11,24,17,12,17,21,10
14,9,17,21,13,15,16,8
10,5,12,13,14,11,11,5
15,8,17,15,11,19,17,7
18,11,21,16,11,17,23,9
12,11,10,8,5,7,9,15
