42,29,9,21,22,28,27,23,15,15,25,24,28
29,36,16,15,26,32,20,18,11,10,17,23,32
9,16,23,10,17,18,13,13,11,8,9,9,21
21,15,10,25,12,15,22,18,15,13,16,14,16
22,26,17,12,36,30,18,17,11,11,14,19,32
28,32,18,15,30,40,18,15,10,9,15,25,37
27,20,13,22,18,18,36,30,23,20,27,17,22
23,18,13,18,17,15,30,33,23,20,27,15,19
15,11,11,15,11,10,23,23,24,16,19,10,13
15,10,8,13,11,9,20,20,16,21,17,8,12
25,17,9,16,14,15,27,27,19,17,31,14,17
24,23,9,14,19,25,17,15,10,8,14,29,26
28,32,21,16,32,37,22,19,13,12,17,26,42
